'sample interval','MLII','V1'
10389,-5.920,-5.680
10390,-5.900,-5.690
10391,-5.890,-5.675
10392,-5.880,-5.695
10393,-5.870,-5.710
10394,-5.870,-5.720
10395,-5.875,-5.750
10396,-5.875,-5.745
10397,-5.865,-5.745
10398,-5.860,-5.760
10399,-5.835,-5.745
10400,-5.815,-5.745
10401,-5.805,-5.725
10402,-5.785,-5.735
10403,-5.770,-5.725
10404,-5.740,-5.730
10405,-5.710,-5.710
10406,-5.705,-5.695
10407,-5.685,-5.660
10408,-5.700,-5.665
10409,-5.735,-5.635
10410,-5.765,-5.640
10411,-5.785,-5.645
10412,-5.805,-5.650
10413,-5.800,-5.650
10414,-5.795,-5.645
10415,-5.765,-5.625
10416,-5.750,-5.595
10417,-5.735,-5.580
10418,-5.715,-5.560
10419,-5.720,-5.555
10420,-5.735,-5.555
10421,-5.780,-5.565
10422,-5.795,-5.590
10423,-5.830,-5.625
10424,-5.865,-5.635
10425,-5.895,-5.665
10426,-5.905,-5.655
10427,-5.905,-5.670
10428,-5.915,-5.675
10429,-5.930,-5.680
10430,-5.945,-5.690
10431,-5.980,-5.710
10432,-5.975,-5.710
10433,-5.995,-5.705
10434,-5.995,-5.715
10435,-6.015,-5.695
10436,-5.990,-5.695
10437,-5.980,-5.695
10438,-5.985,-5.665
10439,-5.990,-5.690
10440,-5.985,-5.680
10441,-5.990,-5.705
10442,-6.000,-5.705
10443,-6.000,-5.745
10444,-6.000,-5.740
10445,-6.005,-5.740
10446,-6.020,-5.725
10447,-6.010,-5.715
10448,-5.995,-5.720
10449,-5.995,-5.705
10450,-6.000,-5.705
10451,-6.005,-5.705
10452,-5.985,-5.710
10453,-6.010,-5.720
10454,-6.015,-5.725
10455,-6.000,-5.745
10456,-6.015,-5.760
10457,-6.005,-5.735
10458,-6.000,-5.750
10459,-6.010,-5.720
10460,-6.015,-5.730
10461,-6.015,-5.730
10462,-5.995,-5.765
10463,-6.005,-5.795
10464,-6.025,-5.850
10465,-6.040,-5.925
10466,-6.050,-6.020
10467,-6.050,-6.140
10468,-5.985,-6.300
10469,-5.890,-6.460
10470,-5.760,-6.650
10471,-5.570,-6.840
10472,-5.405,-6.950
10473,-5.270,-6.985
10474,-5.200,-6.925
10475,-5.220,-6.795
10476,-5.205,-6.635
10477,-5.135,-6.475
10478,-4.980,-6.240
10479,-4.755,-5.950
10480,-4.530,-5.525
10481,-4.430,-5.095
10482,-4.545,-4.765
10483,-4.865,-4.615
10484,-5.370,-4.655
10485,-5.885,-4.870
10486,-6.315,-5.120
10487,-6.630,-5.370
10488,-6.820,-5.535
10489,-6.910,-5.625
10490,-6.985,-5.700
10491,-7.050,-5.735
10492,-7.115,-5.800
10493,-7.190,-5.835
10494,-7.240,-5.875
10495,-7.260,-5.875
10496,-7.270,-5.885
10497,-7.260,-5.880
10498,-7.250,-5.860
10499,-7.255,-5.855
10500,-7.255,-5.860
10501,-7.245,-5.880
10502,-7.215,-5.930
10503,-7.180,-5.950
10504,-7.100,-5.975
10505,-6.990,-5.965
10506,-6.850,-5.915
10507,-6.680,-5.860
10508,-6.515,-5.785
10509,-6.385,-5.725
10510,-6.265,-5.665
10511,-6.200,-5.635
10512,-6.165,-5.635
10513,-6.140,-5.620
10514,-6.140,-5.640
10515,-6.140,-5.660
10516,-6.125,-5.655
10517,-6.115,-5.640
10518,-6.090,-5.615
10519,-6.065,-5.605
10520,-6.060,-5.585
10521,-6.050,-5.590
10522,-6.045,-5.600
10523,-6.055,-5.610
10524,-6.045,-5.620
10525,-6.050,-5.635
10526,-6.060,-5.640
10527,-6.075,-5.660
10528,-6.060,-5.670
10529,-6.080,-5.680
10530,-6.070,-5.670
10531,-6.065,-5.655
10532,-6.080,-5.655
10533,-6.065,-5.665
10534,-6.055,-5.665
10535,-6.055,-5.675
10536,-6.050,-5.715
10537,-6.075,-5.730
10538,-6.095,-5.750
10539,-6.120,-5.780
10540,-6.145,-5.800
10541,-6.155,-5.815
10542,-6.170,-5.810
10543,-6.160,-5.820
10544,-6.155,-5.840
10545,-6.165,-5.825
10546,-6.160,-5.850
10547,-6.185,-5.855
10548,-6.200,-5.890
10549,-6.215,-5.910
10550,-6.235,-5.925
10551,-6.245,-5.950
10552,-6.275,-5.960
10553,-6.275,-5.960
10554,-6.305,-5.980
10555,-6.290,-5.975
10556,-6.300,-5.995
10557,-6.285,-5.990
10558,-6.270,-5.990
10559,-6.280,-6.010
10560,-6.280,-6.025
10561,-6.285,-6.030
10562,-6.305,-6.045
10563,-6.315,-6.060
10564,-6.315,-6.080
10565,-6.325,-6.075
10566,-6.340,-6.085
10567,-6.310,-6.070
10568,-6.290,-6.060
10569,-6.295,-6.070
10570,-6.270,-6.050
10571,-6.290,-6.040
10572,-6.285,-6.050
10573,-6.270,-6.040
10574,-6.245,-6.040
10575,-6.230,-6.055
10576,-6.210,-6.045
10577,-6.200,-6.030
10578,-6.190,-6.020
10579,-6.170,-6.005
10580,-6.140,-5.970
10581,-6.135,-5.955
10582,-6.115,-5.950
10583,-6.070,-5.925
10584,-6.055,-5.910
10585,-6.045,-5.915
10586,-6.025,-5.900
10587,-6.020,-5.895
10588,-5.995,-5.890
10589,-6.000,-5.875
10590,-5.990,-5.850
10591,-5.975,-5.815
10592,-5.960,-5.795
10593,-5.955,-5.770
10594,-5.930,-5.745
10595,-5.920,-5.745
10596,-5.910,-5.735
10597,-5.905,-5.745
10598,-5.905,-5.760
10599,-5.915,-5.750
10600,-5.895,-5.735
10601,-5.905,-5.705
10602,-5.910,-5.695
10603,-5.895,-5.665
10604,-5.885,-5.645
10605,-5.885,-5.625
10606,-5.875,-5.610
10607,-5.865,-5.630
10608,-5.870,-5.630
10609,-5.880,-5.645
10610,-5.895,-5.665
10611,-5.900,-5.655
10612,-5.905,-5.660
10613,-5.930,-5.650
10614,-5.915,-5.645
10615,-5.915,-5.635
10616,-5.915,-5.630
10617,-5.910,-5.610
10618,-5.915,-5.625
10619,-5.900,-5.630
10620,-5.920,-5.645
10621,-5.910,-5.660
10622,-5.925,-5.680
10623,-5.930,-5.685
10624,-5.935,-5.655
10625,-5.935,-5.655
10626,-5.950,-5.650
10627,-5.945,-5.640
10628,-5.955,-5.655
10629,-5.945,-5.640
10630,-5.935,-5.645
10631,-5.950,-5.655
10632,-5.940,-5.670
10633,-5.945,-5.685
10634,-5.955,-5.685
10635,-5.970,-5.695
10636,-5.970,-5.700
10637,-5.975,-5.695
10638,-5.985,-5.685
10639,-5.970,-5.675
10640,-5.960,-5.655
10641,-5.940,-5.640
10642,-5.925,-5.615
10643,-5.940,-5.640
10644,-5.950,-5.645
10645,-5.945,-5.665
10646,-5.965,-5.680
10647,-5.975,-5.700
10648,-5.995,-5.700
10649,-5.990,-5.710
10650,-6.000,-5.710
10651,-5.985,-5.695
10652,-5.955,-5.670
10653,-5.950,-5.650
10654,-5.920,-5.630
10655,-5.920,-5.630
10656,-5.925,-5.645
10657,-5.930,-5.640
10658,-5.950,-5.650
10659,-5.950,-5.660
10660,-5.975,-5.670
10661,-5.990,-5.655
10662,-5.965,-5.665
10663,-5.950,-5.640
10664,-5.930,-5.630
10665,-5.935,-5.635
10666,-5.940,-5.640
10667,-5.940,-5.615
10668,-5.935,-5.635
10669,-5.930,-5.650
10670,-5.945,-5.645
10671,-5.950,-5.660
10672,-5.965,-5.660
10673,-5.970,-5.675
10674,-5.975,-5.655
10675,-5.985,-5.645
10676,-5.960,-5.630
10677,-5.960,-5.610
10678,-5.935,-5.615
10679,-5.935,-5.625
10680,-5.950,-5.650
10681,-5.940,-5.665
10682,-5.950,-5.680
10683,-5.945,-5.685
10684,-5.950,-5.660
10685,-5.945,-5.660
10686,-5.955,-5.645
10687,-5.940,-5.635
10688,-5.925,-5.615
10689,-5.925,-5.625
10690,-5.900,-5.625
10691,-5.920,-5.615
10692,-5.915,-5.620
10693,-5.915,-5.630
10694,-5.940,-5.645
10695,-5.905,-5.655
10696,-5.905,-5.650
10697,-5.905,-5.660
10698,-5.875,-5.655
10699,-5.860,-5.670
10700,-5.830,-5.675
10701,-5.810,-5.665
10702,-5.805,-5.690
10703,-5.805,-5.685
10704,-5.790,-5.670
10705,-5.800,-5.670
10706,-5.810,-5.665
10707,-5.800,-5.650
10708,-5.785,-5.655
10709,-5.760,-5.645
10710,-5.730,-5.625
10711,-5.725,-5.605
10712,-5.705,-5.570
10713,-5.710,-5.540
10714,-5.690,-5.540
10715,-5.725,-5.550
10716,-5.745,-5.575
10717,-5.770,-5.575
10718,-5.785,-5.605
10719,-5.800,-5.615
10720,-5.810,-5.585
10721,-5.800,-5.575
10722,-5.780,-5.530
10723,-5.755,-5.490
10724,-5.710,-5.465
10725,-5.685,-5.440
10726,-5.665,-5.430
10727,-5.690,-5.430
10728,-5.740,-5.465
10729,-5.780,-5.505
10730,-5.815,-5.545
10731,-5.855,-5.570
10732,-5.880,-5.605
10733,-5.905,-5.595
10734,-5.925,-5.615
10735,-5.905,-5.595
10736,-5.915,-5.570
10737,-5.920,-5.585
10738,-5.940,-5.575
10739,-5.955,-5.600
10740,-5.955,-5.605
10741,-5.970,-5.625
10742,-5.975,-5.620
10743,-5.980,-5.635
10744,-5.995,-5.645
10745,-6.005,-5.645
10746,-5.990,-5.655
10747,-5.990,-5.640
10748,-5.975,-5.620
10749,-5.980,-5.600
10750,-5.965,-5.600
10751,-5.965,-5.600
10752,-5.965,-5.605
10753,-5.975,-5.645
10754,-5.995,-5.645
10755,-6.005,-5.660
10756,-6.020,-5.645
10757,-6.020,-5.655
10758,-6.015,-5.650
10759,-6.015,-5.645
10760,-6.000,-5.620
10761,-5.980,-5.620
10762,-5.990,-5.625
10763,-5.990,-5.630
10764,-5.980,-5.630
10765,-5.985,-5.640
10766,-6.000,-5.660
10767,-5.995,-5.670
10768,-6.000,-5.660
10769,-6.010,-5.675
10770,-6.015,-5.690
10771,-6.010,-5.705
10772,-6.025,-5.735
10773,-6.030,-5.795
10774,-6.015,-5.880
10775,-5.985,-5.995
10776,-5.925,-6.175
10777,-5.810,-6.310
10778,-5.670,-6.470
10779,-5.495,-6.620
10780,-5.325,-6.720
10781,-5.190,-6.775
10782,-5.105,-6.710
10783,-5.085,-6.615
10784,-5.120,-6.500
10785,-5.120,-6.365
10786,-5.095,-6.255
10787,-4.975,-6.115
10788,-4.800,-5.910
10789,-4.615,-5.630
10790,-4.450,-5.270
10791,-4.405,-4.900
10792,-4.540,-4.610
10793,-4.845,-4.470
10794,-5.330,-4.530
10795,-5.850,-4.740
10796,-6.300,-5.030
10797,-6.640,-5.285
10798,-6.850,-5.455
10799,-6.975,-5.565
10800,-7.050,-5.635
10801,-7.100,-5.700
10802,-7.165,-5.750
10803,-7.220,-5.770
10804,-7.260,-5.825
10805,-7.300,-5.835
10806,-7.305,-5.845
10807,-7.325,-5.830
10808,-7.310,-5.810
10809,-7.320,-5.795
10810,-7.285,-5.805
10811,-7.270,-5.835
10812,-7.250,-5.865
10813,-7.215,-5.885
10814,-7.160,-5.915
10815,-7.065,-5.920
10816,-6.930,-5.905
10817,-6.780,-5.840
10818,-6.620,-5.745
10819,-6.475,-5.675
10820,-6.345,-5.605
10821,-6.255,-5.555
10822,-6.190,-5.535
10823,-6.160,-5.515
10824,-6.160,-5.505
10825,-6.150,-5.520
10826,-6.160,-5.545
10827,-6.145,-5.560
10828,-6.145,-5.565
10829,-6.140,-5.555
10830,-6.135,-5.550
10831,-6.105,-5.535
10832,-6.095,-5.515
10833,-6.085,-5.530
10834,-6.075,-5.520
10835,-6.085,-5.535
10836,-6.090,-5.540
10837,-6.090,-5.570
10838,-6.105,-5.595
10839,-6.095,-5.620
10840,-6.130,-5.655
10841,-6.120,-5.660
10842,-6.145,-5.665
10843,-6.140,-5.680
10844,-6.145,-5.690
10845,-6.135,-5.705
10846,-6.135,-5.720
10847,-6.155,-5.750
10848,-6.170,-5.775
10849,-6.190,-5.790
10850,-6.195,-5.815
10851,-6.230,-5.845
10852,-6.230,-5.870
10853,-6.240,-5.870
10854,-6.250,-5.880
10855,-6.260,-5.885
10856,-6.280,-5.880
10857,-6.280,-5.880
10858,-6.275,-5.900
10859,-6.285,-5.900
10860,-6.295,-5.925
10861,-6.320,-5.950
10862,-6.325,-5.990
10863,-6.320,-6.025
10864,-6.365,-6.005
10865,-6.360,-6.025
10866,-6.365,-6.025
10867,-6.365,-6.035
10868,-6.355,-6.030
10869,-6.380,-6.030
10870,-6.360,-6.040
10871,-6.355,-6.040
10872,-6.360,-6.055
10873,-6.360,-6.075
10874,-6.385,-6.075
10875,-6.385,-6.075
10876,-6.385,-6.075
10877,-6.380,-6.085
10878,-6.365,-6.085
10879,-6.345,-6.085
10880,-6.340,-6.060
10881,-6.330,-6.045
10882,-6.310,-6.035
10883,-6.295,-6.040
10884,-6.285,-6.020
10885,-6.280,-6.025
10886,-6.285,-6.035
10887,-6.265,-6.025
10888,-6.260,-5.990
10889,-6.255,-5.995
10890,-6.230,-5.970
10891,-6.200,-5.940
10892,-6.185,-5.915
10893,-6.155,-5.895
10894,-6.125,-5.885
10895,-6.105,-5.865
10896,-6.070,-5.835
10897,-6.065,-5.840
10898,-6.075,-5.835
10899,-6.045,-5.825
10900,-6.060,-5.815
10901,-6.045,-5.810
10902,-6.035,-5.790
10903,-6.010,-5.755
10904,-6.000,-5.735
10905,-5.975,-5.710
10906,-5.970,-5.690
10907,-5.955,-5.670
10908,-5.955,-5.665
10909,-5.950,-5.675
10910,-5.980,-5.680
10911,-5.980,-5.680
10912,-5.990,-5.675
10913,-5.975,-5.670
10914,-5.965,-5.680
10915,-5.975,-5.640
10916,-5.950,-5.635
10917,-5.950,-5.625
10918,-5.945,-5.630
10919,-5.950,-5.635
10920,-5.965,-5.625
10921,-5.960,-5.640
10922,-5.970,-5.640
10923,-5.970,-5.650
10924,-5.990,-5.650
10925,-5.995,-5.635
10926,-5.985,-5.640
10927,-5.980,-5.620
10928,-5.975,-5.595
10929,-5.980,-5.590
10930,-5.965,-5.585
10931,-5.965,-5.610
10932,-5.965,-5.595
10933,-5.965,-5.600
10934,-5.975,-5.595
10935,-5.990,-5.615
10936,-6.015,-5.620
10937,-6.015,-5.630
10938,-6.005,-5.620
10939,-5.995,-5.605
10940,-5.995,-5.620
10941,-5.985,-5.610
10942,-5.975,-5.615
10943,-5.980,-5.605
10944,-5.995,-5.630
10945,-6.000,-5.645
10946,-6.005,-5.640
10947,-6.020,-5.655
10948,-6.025,-5.660
10949,-6.025,-5.665
10950,-6.035,-5.645
10951,-6.015,-5.645
10952,-6.010,-5.630
10953,-5.985,-5.630
10954,-6.000,-5.630
10955,-5.995,-5.650
10956,-5.985,-5.640
10957,-6.010,-5.645
10958,-6.015,-5.660
10959,-6.015,-5.675
10960,-6.005,-5.675
10961,-6.010,-5.670
10962,-6.000,-5.670
10963,-6.000,-5.665
10964,-5.980,-5.640
10965,-5.975,-5.640
10966,-5.970,-5.640
10967,-5.990,-5.650
10968,-5.980,-5.640
10969,-5.985,-5.665
10970,-5.990,-5.670
10971,-6.000,-5.685
10972,-5.995,-5.695
10973,-5.990,-5.685
10974,-5.990,-5.670
10975,-5.980,-5.655
10976,-5.975,-5.650
10977,-5.970,-5.635
10978,-5.965,-5.630
10979,-5.975,-5.625
10980,-5.965,-5.640
10981,-5.970,-5.655
10982,-5.990,-5.650
10983,-5.990,-5.670
10984,-5.990,-5.675
10985,-5.970,-5.670
10986,-5.975,-5.650
10987,-5.975,-5.640
10988,-5.975,-5.645
10989,-5.980,-5.640
10990,-5.965,-5.625
10991,-5.970,-5.645
10992,-5.965,-5.650
10993,-5.975,-5.660
10994,-5.975,-5.660
10995,-5.980,-5.675
10996,-5.990,-5.685
10997,-5.985,-5.685
10998,-5.990,-5.700
10999,-5.970,-5.695
11000,-5.970,-5.695
11001,-5.950,-5.715
11002,-5.960,-5.745
11003,-5.990,-5.780
11004,-6.025,-5.840
11005,-6.055,-5.910
11006,-6.120,-6.000
11007,-6.170,-6.070
11008,-6.185,-6.130
11009,-6.185,-6.185
11010,-6.130,-6.195
11011,-6.040,-6.175
11012,-5.930,-6.140
11013,-5.815,-6.090
11014,-5.685,-6.015
11015,-5.570,-5.970
11016,-5.475,-5.925
11017,-5.390,-5.915
11018,-5.295,-5.885
11019,-5.175,-5.860
11020,-5.020,-5.810
11021,-4.825,-5.715
11022,-4.650,-5.600
11023,-4.475,-5.480
11024,-4.365,-5.380
11025,-4.315,-5.290
11026,-4.295,-5.280
11027,-4.305,-5.295
11028,-4.335,-5.325
11029,-4.370,-5.380
11030,-4.425,-5.465
11031,-4.490,-5.520
11032,-4.585,-5.615
11033,-4.670,-5.685
11034,-4.745,-5.755
11035,-4.805,-5.790
11036,-4.880,-5.815
11037,-4.930,-5.795
11038,-5.040,-5.775
11039,-5.210,-5.790
11040,-5.440,-5.860
11041,-5.720,-6.035
11042,-5.995,-6.245
11043,-6.265,-6.510
11044,-6.490,-6.780
11045,-6.645,-7.015
11046,-6.705,-7.215
11047,-6.645,-7.390
11048,-6.510,-7.500
11049,-6.340,-7.610
11050,-6.195,-7.670
11051,-6.055,-7.675
11052,-5.930,-7.570
11053,-5.805,-7.395
11054,-5.720,-7.115
11055,-5.630,-6.815
11056,-5.595,-6.595
11057,-5.585,-6.525
11058,-5.600,-6.515
11059,-5.640,-6.590
11060,-5.705,-6.650
11061,-5.765,-6.630
11062,-5.875,-6.525
11063,-6.010,-6.355
11064,-6.175,-6.090
11065,-6.315,-5.850
11066,-6.450,-5.665
11067,-6.515,-5.555
11068,-6.525,-5.455
11069,-6.545,-5.430
11070,-6.495,-5.445
11071,-6.480,-5.430
11072,-6.460,-5.425
11073,-6.450,-5.405
11074,-6.465,-5.395
11075,-6.490,-5.380
11076,-6.515,-5.370
11077,-6.525,-5.365
11078,-6.560,-5.375
11079,-6.585,-5.385
11080,-6.605,-5.375
11081,-6.605,-5.375
11082,-6.630,-5.360
11083,-6.635,-5.350
11084,-6.635,-5.345
11085,-6.660,-5.335
11086,-6.660,-5.325
11087,-6.680,-5.350
11088,-6.705,-5.345
11089,-6.720,-5.370
11090,-6.755,-5.390
11091,-6.775,-5.405
11092,-6.805,-5.415
11093,-6.810,-5.395
11094,-6.830,-5.405
11095,-6.855,-5.400
11096,-6.840,-5.400
11097,-6.840,-5.385
11098,-6.855,-5.405
11099,-6.890,-5.405
11100,-6.895,-5.425
11101,-6.885,-5.450
11102,-6.910,-5.460
11103,-6.945,-5.490
11104,-6.960,-5.500
11105,-6.965,-5.515
11106,-6.975,-5.515
11107,-6.970,-5.505
11108,-6.965,-5.520
11109,-6.975,-5.515
11110,-6.950,-5.530
11111,-6.935,-5.535
11112,-6.940,-5.545
11113,-6.930,-5.580
11114,-6.955,-5.580
11115,-6.965,-5.605
11116,-6.955,-5.595
11117,-6.940,-5.635
11118,-6.955,-5.630
11119,-6.925,-5.640
11120,-6.920,-5.620
11121,-6.885,-5.615
11122,-6.880,-5.625
11123,-6.860,-5.635
11124,-6.865,-5.660
11125,-6.835,-5.675
11126,-6.820,-5.680
11127,-6.810,-5.700
11128,-6.810,-5.705
11129,-6.815,-5.720
11130,-6.790,-5.720
11131,-6.755,-5.710
11132,-6.730,-5.705
11133,-6.710,-5.705
11134,-6.665,-5.690
11135,-6.655,-5.715
11136,-6.635,-5.725
11137,-6.625,-5.740
11138,-6.605,-5.760
11139,-6.615,-5.755
11140,-6.620,-5.775
11141,-6.600,-5.775
11142,-6.580,-5.770
11143,-6.545,-5.755
11144,-6.510,-5.740
11145,-6.495,-5.745
11146,-6.470,-5.740
11147,-6.445,-5.730
11148,-6.425,-5.755
11149,-6.400,-5.780
11150,-6.385,-5.785
11151,-6.375,-5.785
11152,-6.370,-5.785
11153,-6.340,-5.785
11154,-6.335,-5.795
11155,-6.315,-5.775
11156,-6.295,-5.760
11157,-6.280,-5.750
11158,-6.250,-5.745
11159,-6.235,-5.770
11160,-6.210,-5.755
11161,-6.200,-5.770
11162,-6.185,-5.780
11163,-6.155,-5.790
11164,-6.145,-5.775
11165,-6.130,-5.760
11166,-6.115,-5.745
11167,-6.105,-5.725
11168,-6.085,-5.725
11169,-6.065,-5.705
11170,-6.045,-5.695
11171,-6.035,-5.710
11172,-6.015,-5.700
11173,-6.020,-5.715
11174,-6.025,-5.705
11175,-6.010,-5.700
11176,-6.020,-5.715
11177,-6.025,-5.695
11178,-6.005,-5.695
11179,-6.005,-5.685
11180,-5.990,-5.665
11181,-5.980,-5.655
11182,-5.965,-5.645
11183,-5.980,-5.645
11184,-5.970,-5.665
11185,-5.965,-5.660
11186,-5.970,-5.675
11187,-5.980,-5.670
11188,-5.980,-5.680
11189,-5.985,-5.670
11190,-5.970,-5.665
11191,-5.965,-5.655
11192,-5.945,-5.645
11193,-5.945,-5.645
11194,-5.925,-5.650
11195,-5.915,-5.635
11196,-5.920,-5.660
11197,-5.945,-5.665
11198,-5.945,-5.675
11199,-5.945,-5.670
11200,-5.945,-5.680
11201,-5.965,-5.670
11202,-5.970,-5.670
11203,-5.965,-5.645
11204,-5.950,-5.640
11205,-5.940,-5.625
11206,-5.930,-5.625
11207,-5.920,-5.635
11208,-5.925,-5.640
11209,-5.920,-5.660
11210,-5.925,-5.665
11211,-5.945,-5.680
11212,-5.945,-5.680
11213,-5.950,-5.685
11214,-5.955,-5.665
11215,-5.935,-5.670
11216,-5.940,-5.650
11217,-5.935,-5.660
11218,-5.935,-5.655
11219,-5.925,-5.660
11220,-5.920,-5.685
11221,-5.935,-5.685
11222,-5.940,-5.690
11223,-5.935,-5.705
11224,-5.935,-5.715
11225,-5.955,-5.700
11226,-5.950,-5.705
11227,-5.925,-5.680
11228,-5.915,-5.680
11229,-5.910,-5.660
11230,-5.905,-5.655
11231,-5.910,-5.655
11232,-5.895,-5.685
11233,-5.925,-5.685
11234,-5.925,-5.700
11235,-5.930,-5.700
11236,-5.940,-5.710
11237,-5.940,-5.720
11238,-5.930,-5.700
11239,-5.910,-5.685
11240,-5.895,-5.680
11241,-5.890,-5.665
11242,-5.875,-5.660
11243,-5.885,-5.675
11244,-5.910,-5.695
11245,-5.880,-5.680
11246,-5.895,-5.705
11247,-5.890,-5.705
11248,-5.905,-5.695
11249,-5.900,-5.700
11250,-5.910,-5.690
11251,-5.915,-5.675
11252,-5.905,-5.690
11253,-5.900,-5.660
11254,-5.890,-5.655
11255,-5.885,-5.645
11256,-5.885,-5.665
11257,-5.880,-5.680
11258,-5.880,-5.690
11259,-5.895,-5.705
11260,-5.900,-5.700
11261,-5.900,-5.705
11262,-5.895,-5.690
11263,-5.890,-5.665
11264,-5.885,-5.670
11265,-5.890,-5.670
11266,-5.885,-5.670
11267,-5.875,-5.670
11268,-5.880,-5.685
11269,-5.885,-5.695
11270,-5.875,-5.720
11271,-5.895,-5.730
11272,-5.895,-5.730
11273,-5.905,-5.730
11274,-5.900,-5.705
11275,-5.890,-5.700
11276,-5.870,-5.685
11277,-5.875,-5.680
11278,-5.865,-5.665
11279,-5.880,-5.675
11280,-5.870,-5.700
11281,-5.880,-5.700
11282,-5.895,-5.720
11283,-5.890,-5.715
11284,-5.900,-5.745
11285,-5.905,-5.725
11286,-5.890,-5.710
11287,-5.895,-5.705
11288,-5.880,-5.705
11289,-5.865,-5.700
11290,-5.865,-5.690
11291,-5.850,-5.690
11292,-5.845,-5.700
11293,-5.835,-5.710
11294,-5.845,-5.730
11295,-5.825,-5.750
11296,-5.835,-5.755
11297,-5.825,-5.775
11298,-5.805,-5.765
11299,-5.790,-5.765
11300,-5.785,-5.770
11301,-5.770,-5.760
11302,-5.760,-5.765
11303,-5.740,-5.755
11304,-5.735,-5.765
11305,-5.725,-5.770
11306,-5.700,-5.745
11307,-5.675,-5.740
11308,-5.675,-5.710
11309,-5.675,-5.665
11310,-5.665,-5.655
11311,-5.665,-5.630
11312,-5.675,-5.630
11313,-5.700,-5.640
11314,-5.715,-5.655
11315,-5.725,-5.670
11316,-5.750,-5.680
11317,-5.765,-5.675
11318,-5.745,-5.660
11319,-5.730,-5.635
11320,-5.715,-5.600
11321,-5.675,-5.595
11322,-5.660,-5.550
11323,-5.660,-5.570
11324,-5.695,-5.550
11325,-5.725,-5.570
11326,-5.745,-5.600
11327,-5.795,-5.660
11328,-5.835,-5.680
11329,-5.850,-5.690
11330,-5.875,-5.715
11331,-5.915,-5.710
11332,-5.945,-5.705
11333,-5.960,-5.715
11334,-5.945,-5.710
11335,-5.950,-5.710
11336,-5.950,-5.705
11337,-5.950,-5.710
11338,-5.945,-5.685
11339,-5.955,-5.700
11340,-5.945,-5.715
11341,-5.950,-5.725
11342,-5.970,-5.745
11343,-5.980,-5.740
11344,-5.995,-5.740
11345,-6.010,-5.755
11346,-6.000,-5.760
11347,-6.000,-5.750
11348,-5.985,-5.725
11349,-5.985,-5.740
11350,-5.960,-5.715
11351,-5.955,-5.740
11352,-5.970,-5.745
11353,-5.975,-5.755
11354,-5.980,-5.775
11355,-5.985,-5.765
11356,-6.005,-5.775
11357,-5.980,-5.795
11358,-6.000,-5.775
11359,-6.000,-5.755
11360,-5.990,-5.750
11361,-5.990,-5.740
11362,-5.965,-5.760
11363,-5.965,-5.755
11364,-5.985,-5.780
11365,-5.990,-5.835
11366,-6.015,-5.890
11367,-6.040,-5.950
11368,-6.050,-6.050
11369,-6.060,-6.170
11370,-5.995,-6.300
11371,-5.875,-6.450
11372,-5.750,-6.630
11373,-5.580,-6.790
11374,-5.415,-6.935
11375,-5.265,-6.995
11376,-5.205,-6.975
11377,-5.175,-6.905
11378,-5.220,-6.785
11379,-5.225,-6.665
11380,-5.145,-6.535
11381,-4.975,-6.365
11382,-4.745,-6.090
11383,-4.515,-5.720
11384,-4.365,-5.305
11385,-4.375,-4.940
11386,-4.595,-4.690
11387,-5.025,-4.640
11388,-5.560,-4.790
11389,-6.075,-5.035
11390,-6.470,-5.280
11391,-6.735,-5.485
11392,-6.890,-5.630
11393,-6.980,-5.700
11394,-7.035,-5.760
11395,-7.115,-5.790
11396,-7.185,-5.820
11397,-7.230,-5.850
11398,-7.285,-5.875
11399,-7.310,-5.900
11400,-7.335,-5.905
11401,-7.330,-5.915
11402,-7.320,-5.920
11403,-7.320,-5.950
11404,-7.300,-5.965
11405,-7.270,-5.975
11406,-7.185,-5.980
11407,-7.080,-5.960
11408,-6.935,-5.940
11409,-6.755,-5.890
11410,-6.605,-5.810
11411,-6.445,-5.770
11412,-6.330,-5.710
11413,-6.245,-5.660
11414,-6.190,-5.650
11415,-6.170,-5.635
11416,-6.155,-5.645
11417,-6.150,-5.660
11418,-6.135,-5.645
11419,-6.105,-5.615
11420,-6.080,-5.625
11421,-6.065,-5.605
11422,-6.060,-5.600
11423,-6.040,-5.610
11424,-6.040,-5.630
11425,-6.045,-5.625
11426,-6.060,-5.650
11427,-6.065,-5.680
11428,-6.085,-5.675
11429,-6.100,-5.695
11430,-6.080,-5.720
11431,-6.085,-5.710
11432,-6.080,-5.710
11433,-6.105,-5.730
11434,-6.080,-5.710
11435,-6.085,-5.735
11436,-6.115,-5.775
11437,-6.095,-5.790
11438,-6.130,-5.805
11439,-6.130,-5.820
11440,-6.145,-5.850
11441,-6.170,-5.865
11442,-6.175,-5.875
11443,-6.175,-5.880
11444,-6.195,-5.900
11445,-6.190,-5.880
11446,-6.190,-5.890
11447,-6.200,-5.920
11448,-6.215,-5.950
11449,-6.230,-5.965
11450,-6.240,-5.995
11451,-6.255,-6.025
11452,-6.275,-6.040
11453,-6.290,-6.045
11454,-6.330,-6.065
11455,-6.320,-6.055
11456,-6.325,-6.060
11457,-6.320,-6.070
11458,-6.315,-6.075
11459,-6.310,-6.085
11460,-6.340,-6.095
11461,-6.340,-6.130
11462,-6.360,-6.140
11463,-6.355,-6.150
